player_en,player_cn,team_cn,matches_played,positions_seen,jerseys_seen,birth_date,age,source
Eren Elmali,,土耳其,3,LM,,,,FBref+ESPN
Eren Elmalı,,土耳其,2,"DF,LB",13,,,FBref+ESPN
Ferdi Kadioglu,,土耳其,5,"LB,SUB",20,,,FBref+ESPN
Hakan Çalhanoglu,,土耳其,3,SUB,,,,FBref+ESPN
Hakan Çalhanoğlu,,土耳其,2,DM,10,,,FBref+ESPN
Irfan Can Kahveci,,土耳其,3,SUB,,,,FBref+ESPN
Ismail Yüksek,,土耳其,3,SUB,,,,FBref+ESPN
Kaan Ayhan,,土耳其,4,"DF,MF,SUB",22,,,FBref+ESPN
Kenan Yildiz,,土耳其,3,CF-L,,,,FBref+ESPN
Kenan Yıldız,,土耳其,3,"AM,FW,MF,LM",11,,,FBref+ESPN
Kerem Aktürkoglu,,土耳其,3,SUB,,,,FBref+ESPN
Kerem Aktürkoğlu,,土耳其,2,FW,7,,,FBref+ESPN
Merih Demiral,,土耳其,5,"CB,SUB",3,,,FBref+ESPN
Mert Günok,,土耳其,3,SUB,,,,FBref+ESPN
Mert Müldür,,土耳其,6,"DF,RB,SUB",18,,,FBref+ESPN
Oguz Aydin,,土耳其,3,RM,,,,FBref+ESPN
Orkun Kökçü,,土耳其,6,"AM,CM,CM-L,MF",6,,,FBref+ESPN
Ozan Kabak,,土耳其,4,"CB,CD",15,,,FBref+ESPN
Oğuz Aydın,,土耳其,1,RB,24,,,FBref+ESPN
Salih Özcan,,土耳其,5,"CM,CM-R,MF",5,,,FBref+ESPN
Samet Akaydin,,土耳其,3,SUB,,,,FBref+ESPN
Ugurcan Çakir,,土耳其,3,G,,,,FBref+ESPN
Uğurcan Çakır,,土耳其,3,GK,23,,,FBref+ESPN
Yunus Akgün,,土耳其,5,"AM,MF,SUB",19,,,FBref+ESPN
Zeki Çelik,,土耳其,5,"CB,CD-R,RB",2,,,FBref+ESPN
Çaglar Söyüncü,,土耳其,3,SUB,,,,FBref+ESPN
Çağlar Söyüncü,,土耳其,1,DF,4,,,FBref+ESPN
İrfan Can Kahveci,,土耳其,1,MF,17,,,FBref+ESPN
İsmail Yüksek,,土耳其,2,DM,16,,,FBref+ESPN
Ahmed Fatouh,,埃及,3,LB,13,,,FBref+ESPN
Emam Ashour,,埃及,3,"AM,AM-L,LW",8,,,FBref+ESPN
Haissem Hassan,,埃及,2,SUB,,,,FBref+ESPN
Hamdy Fathy,,埃及,3,"CB,CD-L",14,,,FBref+ESPN
Hamza Abdelkarim,,埃及,3,"FW,SUB",9,,,FBref+ESPN
Hossam Abdelmaguid,,埃及,3,"DF,SUB",4,,,FBref+ESPN
Ibrahim Adel,,埃及,2,"MF,SUB",20,,,FBref+ESPN
Karim Hafez,,埃及,2,"DF,SUB",15,,,FBref+ESPN
Mahdy Soliman,,埃及,2,SUB,,,,FBref+ESPN
Mahmoud Saber,,埃及,2,SUB,,,,FBref+ESPN
Marawan Attia,,埃及,2,RM,,,,FBref+ESPN
Marwan Attia,,埃及,2,"CM,DM",19,,,FBref+ESPN
Mohamed Abdelmoneim,,埃及,2,SUB,,,,FBref+ESPN
Mohamed Abdelmonem,,埃及,1,DF,6,,,FBref+ESPN
Mohamed Alaa,,埃及,2,SUB,,,,FBref+ESPN
Mohamed El Shenawy,,埃及,2,SUB,,,,FBref+ESPN
Mohamed Hany,,埃及,3,RB,3,,,FBref+ESPN
Mohamed Salah,,埃及,3,"AM,FW",10,,,FBref+ESPN
Mohanad Lasheen,,埃及,2,"CM,DM",17,,,FBref+ESPN
Mohanad Lashin,,埃及,2,LM,,,,FBref+ESPN
Mostafa Shobeir,,埃及,2,GK,23,,,FBref+ESPN
Mostafa Shoubir,,埃及,2,G,,,,FBref+ESPN
Mostafa Zico,,埃及,2,AM-R,,,,FBref+ESPN
Mostafa Ziko,,埃及,2,"AM,RW",11,,,FBref+ESPN
Nabil Donga,,埃及,2,SUB,,,,FBref+ESPN
Omar Marmoush,,埃及,3,"F,FW",22,,,FBref+ESPN
Ramy Rabia,,埃及,3,"DF,MF,SUB",5,,,FBref+ESPN
Tarek Alaa,,埃及,2,SUB,,,,FBref+ESPN
Trézéguet,,埃及,3,"FW,MF,SUB",7,,,FBref+ESPN
Yasser Ibrahim,,埃及,3,"CB,CD-R",2,,,FBref+ESPN
Zizo,,埃及,3,"MF,SUB",25,,,FBref+ESPN
Abdoulaye Seck,,塞内加尔,2,SUB,,,,FBref+ESPN
Antoine Mendy,,塞内加尔,2,SUB,,,,FBref+ESPN
Assane Diao,,塞内加尔,2,SUB,,,,FBref+ESPN
Bamba Dieng,,塞内加尔,2,"FW,SUB",9,,,FBref+ESPN
Bara Sapoko Ndiaye,,塞内加尔,2,SUB,,,,FBref+ESPN
Cherif Ndiaye,,塞内加尔,2,SUB,,,,FBref+ESPN
El Hadji Malick Diouf,,塞内加尔,3,LB,25,,,FBref+ESPN
Habib Diarra,,塞内加尔,2,"MF,SUB",21,,,FBref+ESPN
Ibrahim Mbaye,,塞内加尔,3,"FW,SUB",20,,,FBref+ESPN
Idrissa Gueye,,塞内加尔,3,"DM,RM",5,,,FBref+ESPN
Iliman Ndiaye,,塞内加尔,2,"FW,MF,SUB",13,,,FBref+ESPN
Ismail Jakobs,,塞内加尔,3,"DF,MF,SUB",14,,,FBref+ESPN
Ismaila Sarr,,塞内加尔,2,AM,18,,,FBref+ESPN
Ismaïla Sarr,,塞内加尔,2,AM-R,,,,FBref+ESPN
Kalidou Koulibaly,,塞内加尔,3,"CB,CD-R",3,,,FBref+ESPN
Krépin Diatta,,塞内加尔,3,RB,15,,,FBref+ESPN
Lamine Camara,,塞内加尔,3,AM,8,,,FBref+ESPN
Mamadou Sarr,,塞内加尔,2,SUB,,,,FBref+ESPN
Mory Diaw,,塞内加尔,3,"GK,SUB",23,,,FBref+ESPN
Moussa Niakhaté,,塞内加尔,3,"CB,CD-L",19,,,FBref+ESPN
Nicolas Jackson,,塞内加尔,3,"F,FW",11,,,FBref+ESPN
Pape Gueye,,塞内加尔,3,"DM,LM",26,,,FBref+ESPN
Pape Matar Sarr,,塞内加尔,3,"MF,SUB",17,,,FBref+ESPN
Pathé Ciss,,塞内加尔,3,"DF,MF,SUB",6,,,FBref+ESPN
Sadio Mané,,塞内加尔,3,"AM,AM-L",10,,,FBref+ESPN
Yehvann Diouf,,塞内加尔,2,SUB,,,,FBref+ESPN
Édouard Mendy,,塞内加尔,3,"G,GK",16,,,FBref+ESPN
Alexis Vega,,墨西哥,3,"FW,MF,SUB",10,,,FBref+ESPN
Armando González,,墨西哥,3,"FW,SUB",14,,,FBref+ESPN
Brian Gutiérrez,,墨西哥,4,"AM,CM,SUB",26,,,FBref+ESPN
Carlos Acevedo,,墨西哥,3,SUB,,,,FBref+ESPN
César Huerta,,墨西哥,4,"FW,MF,SUB",21,,,FBref+ESPN
César Montes,,墨西哥,3,"CB,CD-R",3,,,FBref+ESPN
Edson Álvarez,,墨西哥,5,"CB,CM,DF,MF,DM",4,,,FBref+ESPN
Erik Lira,,墨西哥,2,DM,6,,,FBref+ESPN
Gilberto Mora,,墨西哥,4,"CM,MF,RM",19,,,FBref+ESPN
Guillermo Martínez,,墨西哥,3,F,,,,FBref+ESPN
Guillermo Martínez Ayala,,墨西哥,1,FW,22,,,FBref+ESPN
Guillermo Ochoa,,墨西哥,4,"GK,SUB",13,,,FBref+ESPN
Israel Reyes,,墨西哥,5,"CB,CD-L,DF,MF,RB",15,,,FBref+ESPN
Jesús Gallardo,,墨西哥,5,"DF,MF,LB,SUB",23,,,FBref+ESPN
Johan Vásquez,,墨西哥,4,"CB,SUB",5,,,FBref+ESPN
Jorge Sánchez,,墨西哥,5,RB,2,,,FBref+ESPN
Julián Quiñones,,墨西哥,5,"FW,LF,LW",16,,,FBref+ESPN
Luis Chávez,,墨西哥,3,"MF,SUB",24,,,FBref+ESPN
Luis Romo,,墨西哥,5,"CM,LM",7,,,FBref+ESPN
Mateo Chávez,,墨西哥,4,LB,20,,,FBref+ESPN
Obed Vargas,,墨西哥,5,"MF,SUB",18,,,FBref+ESPN
Orbelín Pineda,,墨西哥,4,"FW,MF,SUB",17,,,FBref+ESPN
Raúl Jiménez,,墨西哥,4,"FW,SUB",9,,,FBref+ESPN
Raúl Rangel,,墨西哥,5,"G,GK",1,,,FBref+ESPN
Roberto Alvarado,,墨西哥,5,"FW,RF,RW",25,,,FBref+ESPN
Santiago Gimenez,,墨西哥,3,SUB,,,,FBref+ESPN
Santiago Giménez,,墨西哥,2,FW,11,,,FBref+ESPN
Álvaro Fidalgo,,墨西哥,4,"AM,MF,SUB",8,,,FBref+ESPN
Érik Lira,,墨西哥,3,SUB,,,,FBref+ESPN
Alessandro Schöpf,,奥地利,2,SUB,,,,FBref+ESPN
Alexander Prass,,奥地利,2,"DF,MF,SUB",22,,,FBref+ESPN
Alexander Schlager,,奥地利,3,"G,GK",1,,,FBref+ESPN
Carney Chukwuemeka,,奥地利,3,"MF,SUB",17,,,FBref+ESPN
David Affengruber,,奥地利,2,SUB,,,,FBref+ESPN
David Alaba,,奥地利,3,"CB,CD-L",8,,,FBref+ESPN
Dejan Ljubicic,,奥地利,2,SUB,,,,FBref+ESPN
Florian Grillitsch,,奥地利,2,SUB,,,,FBref+ESPN
Florian Wiegele,,奥地利,2,SUB,,,,FBref+ESPN
Kevin Danso,,奥地利,3,"CB,CD-R,DF,MF",3,,,FBref+ESPN
Konrad Laimer,,奥地利,3,"AM,LB",20,,,FBref+ESPN
Marcel Sabitzer,,奥地利,3,"AM,AM-L",9,,,FBref+ESPN
Marco Friedl,,奥地利,2,"DF,SUB",23,,,FBref+ESPN
Marko Arnautovic,,奥地利,2,SUB,,,,FBref+ESPN
Marko Arnautović,,奥地利,2,"FW,MF",7,,,FBref+ESPN
Michael Gregoritsch,,奥地利,2,"F,FW",11,,,FBref+ESPN
Michael Svoboda,,奥地利,2,SUB,,,,FBref+ESPN
Nicolas Seiwald,,奥地利,3,"DM,RM",6,,,FBref+ESPN
Patrick Pentz,,奥地利,2,SUB,,,,FBref+ESPN
Patrick Wimmer,,奥地利,3,"FW,MF,SUB",21,,,FBref+ESPN
Paul Wanner,,奥地利,3,"AM,MF",24,,,FBref+ESPN
Philipp Lienhart,,奥地利,3,"CB,SUB",15,,,FBref+ESPN
Phillipp Mwene,,奥地利,3,"LB,SUB",16,,,FBref+ESPN
Romano Schmid,,奥地利,3,"AM,AM-R",18,,,FBref+ESPN
Sasa Kalajdzic,,奥地利,2,SUB,,,,FBref+ESPN
Saša Kalajdžić,,奥地利,1,FW,14,,,FBref+ESPN
Stefan Posch,,奥地利,3,RB,5,,,FBref+ESPN
Xaver Schlager,,奥地利,3,"DM,LM",4,,,FBref+ESPN
Alejandro Romero Gamarra,,巴拉圭,3,SUB,,,,FBref+ESPN
Alex Arce,,巴拉圭,3,SUB,,,,FBref+ESPN
Alexandro Maidana,,巴拉圭,5,"DF,LB",26,,,FBref+ESPN
Andrés Cubas,,巴拉圭,6,CM,14,,,FBref+ESPN
Antonio Sanabria,,巴拉圭,4,"FW,SUB",9,,,FBref+ESPN
Braian Ojeda,,巴拉圭,3,SUB,,,,FBref+ESPN
Damián Bobadilla,,巴拉圭,6,"CM,MF,SUB",16,,,FBref+ESPN
Diego Gómez,,巴拉圭,6,"CM,CM-R,RW",8,,,FBref+ESPN
Fabián Balbuena,,巴拉圭,3,SUB,,,,FBref+ESPN
Gabriel Ávalos,,巴拉圭,5,"CF-R,FW",21,,,FBref+ESPN
Gastón Olveira,,巴拉圭,3,SUB,,,,FBref+ESPN
Gatito Fernández,,巴拉圭,3,SUB,,,,FBref+ESPN
Gustavo Caballero,,巴拉圭,3,SUB,,,,FBref+ESPN
Gustavo Gómez,,巴拉圭,6,"CB,CD",15,,,FBref+ESPN
Gustavo Velásquez,,巴拉圭,3,"CB,DF",2,,,FBref+ESPN
Gustavo Velázquez,,巴拉圭,3,CD-R,,,,FBref+ESPN
Isidro Pitta,,巴拉圭,4,"FW,SUB",25,,,FBref+ESPN
José Canale,,巴拉圭,5,"DF,SUB",13,,,FBref+ESPN
Juan Cáceres,,巴拉圭,3,RB,4,,,FBref+ESPN
Juan Jose Cáceres,,巴拉圭,3,RB,,,,FBref+ESPN
Julio Enciso,,巴拉圭,6,"CF-L,FW",19,,,FBref+ESPN
Júnior Alonso,,巴拉圭,6,"DF,LB,SUB",6,,,FBref+ESPN
Kaku,,巴拉圭,1,MF,17,,,FBref+ESPN
Matías Galarza,,巴拉圭,5,"CM,CM-L,LW",23,,,FBref+ESPN
Mauricio,,巴拉圭,2,MF,11,,,FBref+ESPN
Maurício,,巴拉圭,3,SUB,,,,FBref+ESPN
Miguel Almirón,,巴拉圭,4,"LW,RM,RW",10,,,FBref+ESPN
Omar Alderete,,巴拉圭,6,"CB,CD-L",3,,,FBref+ESPN
Orlando Gil,,巴拉圭,3,G,,,,FBref+ESPN
Orlando Gill,,巴拉圭,3,GK,12,,,FBref+ESPN
Ramón Sosa,,巴拉圭,4,"FW,MF,SUB",7,,,FBref+ESPN
Álex Arce,,巴拉圭,2,FW,18,,,FBref+ESPN
Adalberto Carrasquilla,,巴拿马,2,SUB,,,,FBref+ESPN
Alberto Quintero,,巴拿马,2,SUB,,,,FBref+ESPN
Amir Murillo,,巴拿马,2,RB,,,,FBref+ESPN
Andrés Andrade,,巴拿马,2,CD-L,,,,FBref+ESPN
Andrés Andrade Cedeño,,巴拿马,2,CB,16,,,FBref+ESPN
Aníbal Godoy,,巴拿马,2,"MF,SUB",20,,,FBref+ESPN
Azarias Londoño,,巴拿马,2,SUB,,,,FBref+ESPN
Azarías Londoño,,巴拿马,2,MF,24,,,FBref+ESPN
Carlos Harvey,,巴拿马,2,"CM,CM-R",14,,,FBref+ESPN
Cecilio Waterman,,巴拿马,2,"FW,FW,MF,SUB",18,,,FBref+ESPN
Cristian Martínez,,巴拿马,2,"FW,RM",6,,,FBref+ESPN
César Blackman,,巴拿马,2,"LB,LM",2,,,FBref+ESPN
César Samudio,,巴拿马,2,SUB,,,,FBref+ESPN
César Yanis,,巴拿马,2,SUB,,,,FBref+ESPN
Edgardo Fariña,,巴拿马,2,SUB,,,,FBref+ESPN
Erick Davis,,巴拿马,1,DF,15,,,FBref+ESPN
Fidel Escobar,,巴拿马,2,SUB,,,,FBref+ESPN
Ismael Díaz,,巴拿马,2,"FW,MF,SUB",10,,,FBref+ESPN
Jiovany Ramos,,巴拿马,2,"CB,CD-R",13,,,FBref+ESPN
Jorge Gutiérrez,,巴拿马,2,SUB,,,,FBref+ESPN
José Córdoba,,巴拿马,2,"CB,CD",3,,,FBref+ESPN
José Fajardo,,巴拿马,2,"F,FW",17,,,FBref+ESPN
José Luis Rodríguez,,巴拿马,2,"FW,LM",7,,,FBref+ESPN
Luis Mejía,,巴拿马,2,SUB,,,,FBref+ESPN
Michael Amir Murillo,,巴拿马,2,"RB,RM",23,,,FBref+ESPN
Orlando Mosquera,,巴拿马,2,"G,GK",22,,,FBref+ESPN
Roderick Miller,,巴拿马,2,SUB,,,,FBref+ESPN
Tomás Rodríguez,,巴拿马,2,"FW,SUB",9,,,FBref+ESPN
Yoel Bárcenas,,巴拿马,2,CM,11,,,FBref+ESPN
Édgar Yoel Bárcenas,,巴拿马,2,CM-L,,,,FBref+ESPN
Éric Davis,,巴拿马,2,SUB,,,,FBref+ESPN
Alex Sandro,,巴西,3,"DF,MF,SUB",6,,,FBref+ESPN
Alisson,,巴西,3,GK,1,,,FBref+ESPN
Alisson Becker,,巴西,3,G,,,,FBref+ESPN
Bremer,,巴西,3,SUB,,,,FBref+ESPN
Bruno Guimarães,,巴西,4,"CM,RM",8,,,FBref+ESPN
Casemiro,,巴西,4,"CM,DM",5,,,FBref+ESPN
Danilo,,巴西,4,"DF,MF,RB",13,,,FBref+ESPN
Danilo Santos,,巴西,4,"MF,SUB",18,,,FBref+ESPN
Douglas Santos,,巴西,4,LB,16,,,FBref+ESPN
Ederson,,巴西,1,SUB,,,,FBref+ESPN
Ederson ,,巴西,2,SUB,,,,FBref+ESPN
Endrick,,巴西,4,"FW,SUB",19,,,FBref+ESPN
Fabinho,,巴西,3,"DF,MF,SUB",17,,,FBref+ESPN
Gabriel Magalhães,,巴西,4,"CB,CD-L",3,,,FBref+ESPN
Gabriel Martinelli,,巴西,4,"FW,MF,SUB",22,,,FBref+ESPN
Igor Thiago,,巴西,3,"FW,SUB",25,,,FBref+ESPN
Lucas Paquetá,,巴西,4,"CM,LM,RW",20,,,FBref+ESPN
Luiz Henrique,,巴西,3,"FW,MF,SUB",21,,,FBref+ESPN
Léo Pereira,,巴西,3,SUB,,,,FBref+ESPN
Marquinhos,,巴西,4,"CB,CD-R",4,,,FBref+ESPN
Matheus Cunha,,巴西,4,"F,FW,FW,MF",9,,,FBref+ESPN
Neymar,,巴西,1,"FW,MF,SUB",10,,,FBref+ESPN
Raphinha,,巴西,2,"AM,FW,LW",11,,,FBref+ESPN
Raphinha ,,巴西,1,RF,,,,FBref+ESPN
Rayan,,巴西,4,"FW,MF,RF",26,,,FBref+ESPN
Roger Ibanez,,巴西,1,RB,24,,,FBref+ESPN
Roger Ibañez,,巴西,3,SUB,,,,FBref+ESPN
Vinicius Júnior,,巴西,3,FW,7,,,FBref+ESPN
Vinícius Júnior,,巴西,3,LF,,,,FBref+ESPN
Weverton,,巴西,3,SUB,,,,FBref+ESPN
Éderson,,巴西,3,SUB,,,,FBref+ESPN
Éderson Silva,,巴西,1,MF,2,,,FBref+ESPN
Ar'jany Martha,,库拉索,3,SUB,,,,FBref+ESPN
Armando Obispo,,库拉索,4,"CB,CD",18,,,FBref+ESPN
Brandley Kuwas,,库拉索,3,"FW,MF,SUB",17,,,FBref+ESPN
Deveron Fonville,,库拉索,4,"CB,CD-L,LB",24,,,FBref+ESPN
Eloy Room,,库拉索,4,"G,GK",1,,,FBref+ESPN
Gervane Kastaneer,,库拉索,4,"FW,MF,SUB",19,,,FBref+ESPN
Godfried Roemeratoe,,库拉索,4,"MF,SUB",6,,,FBref+ESPN
Jearl Margaritha,,库拉索,4,"FW,MF,SUB",16,,,FBref+ESPN
Jeremy Antonisse,,库拉索,3,"FW,MF,SUB",11,,,FBref+ESPN
Joshua Brenet,,库拉索,4,RB,20,,,FBref+ESPN
Juninho Bacuna,,库拉索,4,"DM,LM",7,,,FBref+ESPN
Juriën Gaari,,库拉索,4,"CB,CD-R",3,,,FBref+ESPN
Jürgen Locadia,,库拉索,4,"F,FW",9,,,FBref+ESPN
Kenji Gorré,,库拉索,4,"FW,MF,SUB",14,,,FBref+ESPN
Kevin Felida,,库拉索,3,SUB,,,,FBref+ESPN
Leandro Bacuna,,库拉索,4,"CM,CM-L,DM",10,,,FBref+ESPN
Livano Comenencia,,库拉索,4,"CM,CM-R,DM",8,,,FBref+ESPN
Riechedly Bazoer,,库拉索,3,"CB,SUB",23,,,FBref+ESPN
Roshon van Eijma,,库拉索,4,"DF,SUB",4,,,FBref+ESPN
Sherel Floranus,,库拉索,4,"CB,LB,RB",5,,,FBref+ESPN
Shurandy Sambo,,库拉索,3,"DF,SUB",2,,,FBref+ESPN
Sontje Hansen,,库拉索,3,"FW,SUB",12,,,FBref+ESPN
Tahith Chong,,库拉索,4,"AM,RM",21,,,FBref+ESPN
Trevor Doornbusch,,库拉索,3,SUB,,,,FBref+ESPN
Tyrese Noslin,,库拉索,3,"MF,SUB",13,,,FBref+ESPN
Tyrick Bodak,,库拉索,3,SUB,,,,FBref+ESPN
Aleksandar Pavlovic,,德国,3,"CM-L,DM",5,,,FBref+ESPN
Alexander Nübel,,德国,3,SUB,,,,FBref+ESPN
Angelo Stiller,,德国,3,"MF,SUB",16,,,FBref+ESPN
Antonio Rüdiger,,德国,3,"CB,CD-L,DF",2,,,FBref+ESPN
Assan Ouédraogo,,德国,3,SUB,,,,FBref+ESPN
David Raum,,德国,3,"DF,MF,LB,LM",22,,,FBref+ESPN
Deniz Undav,,德国,3,"FW,MF,SUB",26,,,FBref+ESPN
Felix Nmecha,,德国,3,"CM-R,DM",23,,,FBref+ESPN
Florian Wirtz,,德国,3,"AM,CF-L",17,,,FBref+ESPN
Jamal Musiala,,德国,3,"AM,CF-R",10,,,FBref+ESPN
Jamie Leweling,,德国,3,"FW,MF,SUB",9,,,FBref+ESPN
Jonathan Tah,,德国,3,"CB,CD",4,,,FBref+ESPN
Joshua Kimmich,,德国,3,"CD-R,RB",6,,,FBref+ESPN
Kai Havertz,,德国,3,"F,FW",7,,,FBref+ESPN
Leon Goretzka,,德国,3,"MF,SUB",8,,,FBref+ESPN
Leroy Sané,,德国,3,"AM,RM",19,,,FBref+ESPN
Malick Thiaw,,德国,3,"DF,MF,SUB",24,,,FBref+ESPN
Manuel Neuer,,德国,3,"G,GK",1,,,FBref+ESPN
Maximilian Beier,,德国,3,"FW,MF,SUB",14,,,FBref+ESPN
Nadiem Amiri,,德国,3,"MF,SUB",20,,,FBref+ESPN
Nathaniel Brown,,德国,2,LB,18,,,FBref+ESPN
Nick Woltemade,,德国,3,SUB,,,,FBref+ESPN
Nico Schlotterbeck,,德国,2,"CB,CD-L",15,,,FBref+ESPN
Oliver Baumann,,德国,3,SUB,,,,FBref+ESPN
Pascal Gross,,德国,3,SUB,,,,FBref+ESPN
Pascal Groß,,德国,1,"DF,MF",13,,,FBref+ESPN
Waldemar Anton,,德国,3,"DF,MF,SUB",3,,,FBref+ESPN
Alexander Sørloth,,挪威,3,"FW,RF",7,,,FBref+ESPN
Andreas Schjelderup,,挪威,3,"FW,MF,SUB",21,,,FBref+ESPN
Antonio Nusa,,挪威,3,"FW,LF",20,,,FBref+ESPN
David Møller Wolfe,,挪威,3,LB,5,,,FBref+ESPN
Egil Selvik,,挪威,2,SUB,,,,FBref+ESPN
Erling Haaland,,挪威,3,"F,FW",9,,,FBref+ESPN
Fredrik André Bjørkan,,挪威,2,SUB,,,,FBref+ESPN
Fredrik Aursnes,,挪威,3,"CM,LM",14,,,FBref+ESPN
Henrik Falchener,,挪威,2,SUB,,,,FBref+ESPN
Jens Petter Hauge,,挪威,2,SUB,,,,FBref+ESPN
Julian Ryerson,,挪威,3,RB,26,,,FBref+ESPN
Jørgen Strand Larsen,,挪威,2,SUB,,,,FBref+ESPN
Kristian Thorstvedt,,挪威,2,"MF,SUB",18,,,FBref+ESPN
Kristoffer Ajer,,挪威,3,"CB,CD-R",3,,,FBref+ESPN
Leo Østigard,,挪威,2,SUB,,,,FBref+ESPN
Leo Østigård,,挪威,2,"DF,FW",4,,,FBref+ESPN
Marcus Holmgren Pedersen,,挪威,2,SUB,,,,FBref+ESPN
Marcus Pedersen,,挪威,1,"DF,MF",16,,,FBref+ESPN
Martin Ødegaard,,挪威,3,"CM,RM",10,,,FBref+ESPN
Morten Thorsby,,挪威,2,SUB,,,,FBref+ESPN
Oscar Bobb,,挪威,3,"FW,MF,SUB",22,,,FBref+ESPN
Patrick Berg,,挪威,3,"DF,MF,SUB",6,,,FBref+ESPN
Sander Berge,,挪威,3,"CM,DM",8,,,FBref+ESPN
Sander Tangvik,,挪威,2,SUB,,,,FBref+ESPN
Sondre Langas,,挪威,2,SUB,,,,FBref+ESPN
Thelo Aasgaard,,挪威,2,SUB,,,,FBref+ESPN
Torbjørn Heggem,,挪威,3,"CB,CD-L",17,,,FBref+ESPN
Ørjan Nyland,,挪威,3,"G,GK",1,,,FBref+ESPN
Adam Hlozek,,捷克,3,F,,,,FBref+ESPN
Adam Hložek,,捷克,3,"FW,FW,MF",9,,,FBref+ESPN
Alexandr Sojka,,捷克,5,"CM,LB,MF,SUB",24,,,FBref+ESPN
David Doudera,,捷克,3,LM,,,,FBref+ESPN
David Douděra,,捷克,1,LM,21,,,FBref+ESPN
David Jurásek,,捷克,1,SUB,,,,FBref+ESPN
David Zima,,捷克,3,"DF,SUB",2,,,FBref+ESPN
Denis Visinský,,捷克,3,CF-L,,,,FBref+ESPN
Denis Višinský,,捷克,1,FW,26,,,FBref+ESPN
Hugo Sochurek,,捷克,3,SUB,,,,FBref+ESPN
Jan Kuchta,,捷克,3,SUB,,,,FBref+ESPN
Jaroslav Zelený,,捷克,4,"DF,MF,LM,SUB",20,,,FBref+ESPN
Jindrich Stanek,,捷克,3,SUB,,,,FBref+ESPN
Ladislav Krejcí,,捷克,3,CD-L,,,,FBref+ESPN
Ladislav Krejčí,,捷克,3,CB,7,,,FBref+ESPN
Lukás Cerv,,捷克,3,CM-R,,,,FBref+ESPN
Lukás Hornícek,,捷克,3,SUB,,,,FBref+ESPN
Lukás Provod,,捷克,3,SUB,,,,FBref+ESPN
Lukáš Provod,,捷克,3,"FW,FW,MF",17,,,FBref+ESPN
Lukáš Červ,,捷克,2,CM,12,,,FBref+ESPN
Matej Kovar,,捷克,3,GK,1,,,FBref+ESPN
Matej Kovár,,捷克,3,G,,,,FBref+ESPN
Michal Sadílek,,捷克,5,"CM,CM-L,DF,FW",18,,,FBref+ESPN
Mojmír Chytil,,捷克,4,"FW,SUB",13,,,FBref+ESPN
Patrik Schick,,捷克,5,"FW,SUB",10,,,FBref+ESPN
Pavel Sulc,,捷克,3,CF-R,,,,FBref+ESPN
Pavel Šulc,,捷克,3,"FW,FW,MF",15,,,FBref+ESPN
Robin Hranác,,捷克,3,CD,,,,FBref+ESPN
Robin Hranáč,,捷克,3,CB,4,,,FBref+ESPN
Stepán Chaloupek,,捷克,3,SUB,,,,FBref+ESPN
Tomás Chorý,,捷克,3,SUB,,,,FBref+ESPN
Tomás Holes,,捷克,3,CD-R,,,,FBref+ESPN
Tomás Soucek,,捷克,3,SUB,,,,FBref+ESPN
Tomáš Chorý,,捷克,2,FW,19,,,FBref+ESPN
Tomáš Holeš,,捷克,2,CB,3,,,FBref+ESPN
Tomáš Souček,,捷克,3,"CM,MF",22,,,FBref+ESPN
Vladimír Coufal,,捷克,5,"RB,RM",5,,,FBref+ESPN
Vladimír Darida,,捷克,3,"CM,SUB",8,,,FBref+ESPN
Štěpán Chaloupek,,捷克,1,CB,6,,,FBref+ESPN
Achraf Hakimi,,摩洛哥,3,RB,2,,,FBref+ESPN
Ahmed Reda Tagnaouti,,摩洛哥,3,SUB,,,,FBref+ESPN
Amine Sbaï,,摩洛哥,3,SUB,,,,FBref+ESPN
Anass Salah-Eddine,,摩洛哥,3,"DF,LB",26,,,FBref+ESPN
Ayoub El Kaabi,,摩洛哥,3,"F,FW",20,,,FBref+ESPN
Ayoube Amaimouni,,摩洛哥,3,"MF,SUB",21,,,FBref+ESPN
Ayyoub Bouaddi,,摩洛哥,3,"DM,SUB",6,,,FBref+ESPN
Azzedine Ounahi,,摩洛哥,3,"AM,MF,SUB",8,,,FBref+ESPN
Bilal El Khannouss,,摩洛哥,3,"AM,AM-L,LW",23,,,FBref+ESPN
Brahim Díaz,,摩洛哥,3,"AM,AM-R,RW",10,,,FBref+ESPN
Chadi Riad,,摩洛哥,3,"CB,CD-L",18,,,FBref+ESPN
Chemsdine Talbi,,摩洛哥,3,"MF,SUB",7,,,FBref+ESPN
Gessime Yassine,,摩洛哥,3,"MF,SUB",16,,,FBref+ESPN
Ismael Saibari,,摩洛哥,3,"AM,FW",11,,,FBref+ESPN
Issa Diop,,摩洛哥,3,"CB,SUB",14,,,FBref+ESPN
Marwane Saadane,,摩洛哥,3,SUB,,,,FBref+ESPN
Munir El Kajoui,,摩洛哥,3,SUB,,,,FBref+ESPN
Neil El Aynaoui,,摩洛哥,3,"CM,DM,RM",24,,,FBref+ESPN
Noussair Mazraoui,,摩洛哥,3,"DF,MF,LB,SUB",3,,,FBref+ESPN
Redouane Halhal,,摩洛哥,3,"CB,CD-R",25,,,FBref+ESPN
Samir El Mourabet,,摩洛哥,3,"MF,SUB",15,,,FBref+ESPN
